JOBNAME;ExecutableName;BatFile;LogFile;Control-m FOLDER;Control-m APPLICATION;Control-m SUB_APPLICATION
P.JW.GR.EDR.ADX.D.L_SBSTO_SUBS_SB_COUNTRY;;\\AZ0A000010120\WINSCHED\EDW_REPOINT\P.JW.GR.EDR.ADX.D.L_SBSTO_SUBS_SB_COUNTRY\P.JW.GR.EDR.ADX.D.L_SBSTO_SUBS_SB_COUNTRY.bat;\\AZ0A000010120\WINSCHED\EDW_REPOINT\P.JW.GR.EDR.ADX.D.L_SBSTO_SUBS_SB_COUNTRY\OUTPUT.LOG;P.FL.GR.EDR.DLY.BATCH2.SUBS;EDW;EDW.DATABRICKS
P.JW.GR.EDR.ADX.D.L_SBSTO_SUBS_SB_CR_LINE_LMT;;\\AZ0A000010120\WINSCHED\EDW_REPOINT\P.JW.GR.EDR.ADX.D.L_SBSTO_SUBS_SB_CR_LINE_LMT\P.JW.GR.EDR.ADX.D.L_SBSTO_SUBS_SB_CR_LINE_LMT.bat;\\AZ0A000010120\WINSCHED\EDW_REPOINT\P.JW.GR.EDR.ADX.D.L_SBSTO_SUBS_SB_CR_LINE_LMT\OUTPUT.LOG;P.FL.GR.EDR.DLY.BATCH2.SUBS;EDW;EDW.DATABRICKS
P.JW.GR.EDR.ADX.D.L_SBSTO_SUBS_SB_CR_LINE_LMT_NO_ACC;;\\AZ0A000010120\WINSCHED\EDW_REPOINT\P.JW.GR.EDR.ADX.D.L_SBSTO_SUBS_SB_CR_LINE_LMT_NO_ACC\P.JW.GR.EDR.ADX.D.L_SBSTO_SUBS_SB_CR_LINE_LMT_NO_ACC.bat;\\AZ0A000010120\WINSCHED\EDW_REPOINT\P.JW.GR.EDR.ADX.D.L_SBSTO_SUBS_SB_CR_LINE_LMT_NO_ACC\OUTPUT.LOG;P.FL.GR.EDR.DLY.BATCH2.SUBS;EDW;EDW.DATABRICKS
P.JW.GR.EDR.ADX.D.L_SBSTO_SUBS_SB_CST;;\\AZ0A000010120\WINSCHED\EDW_REPOINT\P.JW.GR.EDR.ADX.D.L_SBSTO_SUBS_SB_CST\P.JW.GR.EDR.ADX.D.L_SBSTO_SUBS_SB_CST.bat;\\AZ0A000010120\WINSCHED\EDW_REPOINT\P.JW.GR.EDR.ADX.D.L_SBSTO_SUBS_SB_CST\OUTPUT.LOG;P.FL.GR.EDR.DLY.BATCH2.SUBS;EDW;EDW.DATABRICKS
P.JW.GR.EDR.ADX.D.L_SBSTO_SUBS_SB_CST_EXTRNL;;\\AZ0A000010120\WINSCHED\EDW_REPOINT\P.JW.GR.EDR.ADX.D.L_SBSTO_SUBS_SB_CST_EXTRNL\P.JW.GR.EDR.ADX.D.L_SBSTO_SUBS_SB_CST_EXTRNL.bat;\\AZ0A000010120\WINSCHED\EDW_REPOINT\P.JW.GR.EDR.ADX.D.L_SBSTO_SUBS_SB_CST_EXTRNL\OUTPUT.LOG;P.FL.GR.EDR.DLY.BATCH2.SUBS;EDW;EDW.DATABRICKS
P.JW.GR.EDR.ADX.D.L_SBSTO_SUBS_SB_CST_INC_EXP;;\\AZ0A000010120\WINSCHED\EDW_REPOINT\P.JW.GR.EDR.ADX.D.L_SBSTO_SUBS_SB_CST_INC_EXP\P.JW.GR.EDR.ADX.D.L_SBSTO_SUBS_SB_CST_INC_EXP.bat;\\AZ0A000010120\WINSCHED\EDW_REPOINT\P.JW.GR.EDR.ADX.D.L_SBSTO_SUBS_SB_CST_INC_EXP\OUTPUT.LOG;P.FL.GR.EDR.DLY.BATCH2.SUBS;EDW;EDW.DATABRICKS
P.JW.GR.EDR.ADX.D.L_SBSTO_SUBS_SB_CST_X_ACC;;\\AZ0A000010120\WINSCHED\EDW_REPOINT\P.JW.GR.EDR.ADX.D.L_SBSTO_SUBS_SB_CST_X_ACC\P.JW.GR.EDR.ADX.D.L_SBSTO_SUBS_SB_CST_X_ACC.bat;\\AZ0A000010120\WINSCHED\EDW_REPOINT\P.JW.GR.EDR.ADX.D.L_SBSTO_SUBS_SB_CST_X_ACC\OUTPUT.LOG;P.FL.GR.EDR.DLY.BATCH2.SUBS;EDW;EDW.DATABRICKS
P.JW.GR.EDR.ADX.D.L_SBSTO_SUBS_SB_CST_X_INT_RATINGS;;\\AZ0A000010120\WINSCHED\EDW_REPOINT\P.JW.GR.EDR.ADX.D.L_SBSTO_SUBS_SB_CST_X_INT_RATINGS\P.JW.GR.EDR.ADX.D.L_SBSTO_SUBS_SB_CST_X_INT_RATINGS.bat;\\AZ0A000010120\WINSCHED\EDW_REPOINT\P.JW.GR.EDR.ADX.D.L_SBSTO_SUBS_SB_CST_X_INT_RATINGS\OUTPUT.LOG;P.FL.GR.EDR.DLY.BATCH2.SUBS;EDW;EDW.DATABRICKS
P.JW.GR.EDR.ADX.D.L_SBSTO_SUBS_SB_CST_X_SWIFT;;\\AZ0A000010120\WINSCHED\EDW_REPOINT\P.JW.GR.EDR.ADX.D.L_SBSTO_SUBS_SB_CST_X_SWIFT\P.JW.GR.EDR.ADX.D.L_SBSTO_SUBS_SB_CST_X_SWIFT.bat;\\AZ0A000010120\WINSCHED\EDW_REPOINT\P.JW.GR.EDR.ADX.D.L_SBSTO_SUBS_SB_CST_X_SWIFT\OUTPUT.LOG;P.FL.GR.EDR.DLY.BATCH2.SUBS;EDW;EDW.DATABRICKS
P.JW.GR.EDR.ADX.D.L_SBSTO_SUBS_SB_CURRENCY;;\\AZ0A000010120\WINSCHED\EDW_REPOINT\P.JW.GR.EDR.ADX.D.L_SBSTO_SUBS_SB_CURRENCY\P.JW.GR.EDR.ADX.D.L_SBSTO_SUBS_SB_CURRENCY.bat;\\AZ0A000010120\WINSCHED\EDW_REPOINT\P.JW.GR.EDR.ADX.D.L_SBSTO_SUBS_SB_CURRENCY\OUTPUT.LOG;P.FL.GR.EDR.DLY.BATCH2.SUBS;EDW;EDW.DATABRICKS
P.JW.GR.EDR.ADX.D.L_SBSTO_SUBS_SB_EXP_OFFBAL;;\\AZ0A000010120\WINSCHED\EDW_REPOINT\P.JW.GR.EDR.ADX.D.L_SBSTO_SUBS_SB_EXP_OFFBAL\P.JW.GR.EDR.ADX.D.L_SBSTO_SUBS_SB_EXP_OFFBAL.bat;\\AZ0A000010120\WINSCHED\EDW_REPOINT\P.JW.GR.EDR.ADX.D.L_SBSTO_SUBS_SB_EXP_OFFBAL\OUTPUT.LOG;P.FL.GR.EDR.DLY.BATCH2.SUBS;EDW;EDW.DATABRICKS
P.JW.GR.EDR.ADX.D.L_SBSTO_SUBS_SB_EXP_OTHERS;;\\AZ0A000010120\WINSCHED\EDW_REPOINT\P.JW.GR.EDR.ADX.D.L_SBSTO_SUBS_SB_EXP_OTHERS\P.JW.GR.EDR.ADX.D.L_SBSTO_SUBS_SB_EXP_OTHERS.bat;\\AZ0A000010120\WINSCHED\EDW_REPOINT\P.JW.GR.EDR.ADX.D.L_SBSTO_SUBS_SB_EXP_OTHERS\OUTPUT.LOG;P.FL.GR.EDR.DLY.BATCH2.SUBS;EDW;EDW.DATABRICKS
P.JW.GR.EDR.ADX.D.L_SBSTO_SUBS_SB_EXP_SEC;;\\AZ0A000010120\WINSCHED\EDW_REPOINT\P.JW.GR.EDR.ADX.D.L_SBSTO_SUBS_SB_EXP_SEC\P.JW.GR.EDR.ADX.D.L_SBSTO_SUBS_SB_EXP_SEC.bat;\\AZ0A000010120\WINSCHED\EDW_REPOINT\P.JW.GR.EDR.ADX.D.L_SBSTO_SUBS_SB_EXP_SEC\OUTPUT.LOG;P.FL.GR.EDR.DLY.BATCH2.SUBS;EDW;EDW.DATABRICKS
P.JW.GR.EDR.ADX.D.L_SBSTO_SUBS_SB_GL_CONSOL_KEY_LINK;;\\AZ0A000010120\WINSCHED\EDW_REPOINT\P.JW.GR.EDR.ADX.D.L_SBSTO_SUBS_SB_GL_CONSOL_KEY_LINK\P.JW.GR.EDR.ADX.D.L_SBSTO_SUBS_SB_GL_CONSOL_KEY_LINK.bat;\\AZ0A000010120\WINSCHED\EDW_REPOINT\P.JW.GR.EDR.ADX.D.L_SBSTO_SUBS_SB_GL_CONSOL_KEY_LINK\OUTPUT.LOG;P.FL.GR.EDR.DLY.BATCH2.SUBS;EDW;EDW.DATABRICKS
P.JW.GR.EDR.ADX.D.L_SBSTO_SUBS_SB_INT_RATINGS;;\\AZ0A000010120\WINSCHED\EDW_REPOINT\P.JW.GR.EDR.ADX.D.L_SBSTO_SUBS_SB_INT_RATINGS\P.JW.GR.EDR.ADX.D.L_SBSTO_SUBS_SB_INT_RATINGS.bat;\\AZ0A000010120\WINSCHED\EDW_REPOINT\P.JW.GR.EDR.ADX.D.L_SBSTO_SUBS_SB_INT_RATINGS\OUTPUT.LOG;P.FL.GR.EDR.DLY.BATCH2.SUBS;EDW;EDW.DATABRICKS
P.JW.GR.EDR.ADX.D.L_SBSTO_SUBS_SB_ISIN_X_EXT_RATINGS;;\\AZ0A000010120\WINSCHED\EDW_REPOINT\P.JW.GR.EDR.ADX.D.L_SBSTO_SUBS_SB_ISIN_X_EXT_RATINGS\P.JW.GR.EDR.ADX.D.L_SBSTO_SUBS_SB_ISIN_X_EXT_RATINGS.bat;\\AZ0A000010120\WINSCHED\EDW_REPOINT\P.JW.GR.EDR.ADX.D.L_SBSTO_SUBS_SB_ISIN_X_EXT_RATINGS\OUTPUT.LOG;P.FL.GR.EDR.DLY.BATCH2.SUBS;EDW;EDW.DATABRICKS
P.JW.GR.EDR.ADX.D.L_SBSTO_SUBS_SB_PERIODIC_RATES;;\\AZ0A000010120\WINSCHED\EDW_REPOINT\P.JW.GR.EDR.ADX.D.L_SBSTO_SUBS_SB_PERIODIC_RATES\P.JW.GR.EDR.ADX.D.L_SBSTO_SUBS_SB_PERIODIC_RATES.bat;\\AZ0A000010120\WINSCHED\EDW_REPOINT\P.JW.GR.EDR.ADX.D.L_SBSTO_SUBS_SB_PERIODIC_RATES\OUTPUT.LOG;P.FL.GR.EDR.DLY.BATCH2.SUBS;EDW;EDW.DATABRICKS
P.JW.GR.EDR.ADX.D.L_SBSTO_SUBS_SB_PRD;;\\AZ0A000010120\WINSCHED\EDW_REPOINT\P.JW.GR.EDR.ADX.D.L_SBSTO_SUBS_SB_PRD\P.JW.GR.EDR.ADX.D.L_SBSTO_SUBS_SB_PRD.bat;\\AZ0A000010120\WINSCHED\EDW_REPOINT\P.JW.GR.EDR.ADX.D.L_SBSTO_SUBS_SB_PRD\OUTPUT.LOG;P.FL.GR.EDR.DLY.BATCH2.SUBS;EDW;EDW.DATABRICKS
P.JW.GR.EDR.ADX.D.L_SBSTO_SUBS_SB_SAP_ACC_BAL;;\\AZ0A000010120\WINSCHED\EDW_REPOINT\P.JW.GR.EDR.ADX.D.L_SBSTO_SUBS_SB_SAP_ACC_BAL\P.JW.GR.EDR.ADX.D.L_SBSTO_SUBS_SB_SAP_ACC_BAL.bat;\\AZ0A000010120\WINSCHED\EDW_REPOINT\P.JW.GR.EDR.ADX.D.L_SBSTO_SUBS_SB_SAP_ACC_BAL\OUTPUT.LOG;P.FL.GR.EDR.DLY.BATCH2.SUBS;EDW;EDW.DATABRICKS
P.JW.GR.EDR.ADX.D.L_SBSTO_SUBS_SB_TRANS_EXP;;\\AZ0A000010120\WINSCHED\EDW_REPOINT\P.JW.GR.EDR.ADX.D.L_SBSTO_SUBS_SB_TRANS_EXP\P.JW.GR.EDR.ADX.D.L_SBSTO_SUBS_SB_TRANS_EXP.bat;\\AZ0A000010120\WINSCHED\EDW_REPOINT\P.JW.GR.EDR.ADX.D.L_SBSTO_SUBS_SB_TRANS_EXP\OUTPUT.LOG;P.FL.GR.EDR.DLY.BATCH2.SUBS;EDW;EDW.DATABRICKS
P.JW.GR.EDR.ADX.D.L_SBSTO_SUBS_SB_ACC_CRD_MNT_MVT;;\\AZ0A000010120\WINSCHED\EDW_REPOINT\P.JW.GR.EDR.ADX.D.L_SBSTO_SUBS_SB_ACC_CRD_MNT_MVT\P.JW.GR.EDR.ADX.D.L_SBSTO_SUBS_SB_ACC_CRD_MNT_MVT.bat;\\AZ0A000010120\WINSCHED\EDW_REPOINT\P.JW.GR.EDR.ADX.D.L_SBSTO_SUBS_SB_ACC_CRD_MNT_MVT\OUTPUT.LOG;P.FL.GR.EDR.DLY.BATCH2.SUBS;EDW;EDW.DATABRICKS
P.JW.GR.EDR.ADX.D.L_SBSTO_SUBS_SB_ACC_DEP_ACCRUALS;;\\AZ0A000010120\WINSCHED\EDW_REPOINT\P.JW.GR.EDR.ADX.D.L_SBSTO_SUBS_SB_ACC_DEP_ACCRUALS\P.JW.GR.EDR.ADX.D.L_SBSTO_SUBS_SB_ACC_DEP_ACCRUALS.bat;\\AZ0A000010120\WINSCHED\EDW_REPOINT\P.JW.GR.EDR.ADX.D.L_SBSTO_SUBS_SB_ACC_DEP_ACCRUALS\OUTPUT.LOG;P.FL.GR.EDR.DLY.BATCH2.SUBS;EDW;EDW.DATABRICKS
P.JW.GR.EDR.ADX.D.L_SBSTO_SUBS_SB_ACC_DEP_MONET_TRN;;\\AZ0A000010120\WINSCHED\EDW_REPOINT\P.JW.GR.EDR.ADX.D.L_SBSTO_SUBS_SB_ACC_DEP_MONET_TRN\P.JW.GR.EDR.ADX.D.L_SBSTO_SUBS_SB_ACC_DEP_MONET_TRN.bat;\\AZ0A000010120\WINSCHED\EDW_REPOINT\P.JW.GR.EDR.ADX.D.L_SBSTO_SUBS_SB_ACC_DEP_MONET_TRN\OUTPUT.LOG;P.FL.GR.EDR.DLY.BATCH2.SUBS;EDW;EDW.DATABRICKS
P.JW.GR.EDR.ADX.D.L_SBSTO_SUBS_SB_ACC_PAN_CRD;;\\AZ0A000010120\WINSCHED\EDW_REPOINT\P.JW.GR.EDR.ADX.D.L_SBSTO_SUBS_SB_ACC_PAN_CRD\P.JW.GR.EDR.ADX.D.L_SBSTO_SUBS_SB_ACC_PAN_CRD.bat;\\AZ0A000010120\WINSCHED\EDW_REPOINT\P.JW.GR.EDR.ADX.D.L_SBSTO_SUBS_SB_ACC_PAN_CRD\OUTPUT.LOG;P.FL.GR.EDR.DLY.BATCH2.SUBS;EDW;EDW.DATABRICKS
P.JW.GR.EDR.ADX.D.L_SBSTO_SUBS_SB_ACC_TD_MONET_TRN;;\\AZ0A000010120\WINSCHED\EDW_REPOINT\P.JW.GR.EDR.ADX.D.L_SBSTO_SUBS_SB_ACC_TD_MONET_TRN\P.JW.GR.EDR.ADX.D.L_SBSTO_SUBS_SB_ACC_TD_MONET_TRN.bat;\\AZ0A000010120\WINSCHED\EDW_REPOINT\P.JW.GR.EDR.ADX.D.L_SBSTO_SUBS_SB_ACC_TD_MONET_TRN\OUTPUT.LOG;P.FL.GR.EDR.DLY.BATCH2.SUBS;EDW;EDW.DATABRICKS
P.JW.GR.EDR.ADX.D.L_SBSTO_SUBS_SB_FX_RATES;;\\AZ0A000010120\WINSCHED\EDW_REPOINT\P.JW.GR.EDR.ADX.D.L_SBSTO_SUBS_SB_FX_RATES\P.JW.GR.EDR.ADX.D.L_SBSTO_SUBS_SB_FX_RATES.bat;\\AZ0A000010120\WINSCHED\EDW_REPOINT\P.JW.GR.EDR.ADX.D.L_SBSTO_SUBS_SB_FX_RATES\OUTPUT.LOG;P.FL.GR.EDR.DLY.BATCH2.SUBS;EDW;EDW.DATABRICKS
P.JW.GR.EDR.ADX.D.L__SUBS_SB_CALENDAR;;\\AZ0A000010120\WINSCHED\EDW_REPOINT\P.JW.GR.EDR.ADX.D.L__SUBS_SB_CALENDAR\P.JW.GR.EDR.ADX.D.L__SUBS_SB_CALENDAR.bat;\\AZ0A000010120\WINSCHED\EDW_REPOINT\P.JW.GR.EDR.ADX.D.L__SUBS_SB_CALENDAR\OUTPUT.LOG;P.FL.GR.EDR.DLY.BATCH2.SUBS;EDW;EDW.DATABRICKS
P.JW.GR.EDR.ADX.D.L_SBSTO_SUBS_SB_ACC_LOAN_TRN;;\\AZ0A000010120\WINSCHED\EDW_REPOINT\P.JW.GR.EDR.ADX.D.L_SBSTO_SUBS_SB_ACC_LOAN_TRN\P.JW.GR.EDR.ADX.D.L_SBSTO_SUBS_SB_ACC_LOAN_TRN.bat;\\AZ0A000010120\WINSCHED\EDW_REPOINT\P.JW.GR.EDR.ADX.D.L_SBSTO_SUBS_SB_ACC_LOAN_TRN\OUTPUT.LOG;P.FL.GR.EDR.DLY.BATCH2.SUBS;EDW;EDW.DATABRICKS
P.JW.GR.EDR.ADX.D.L_PAN_TRS_ACC_BALANCES;;\\AZ0A000010120\WINSCHED\EDW_REPOINT\P.JW.GR.EDR.ADX.D.L_PAN_TRS_ACC_BALANCES\P.JW.GR.EDR.ADX.D.L_PAN_TRS_ACC_BALANCES.bat;\\AZ0A000010120\WINSCHED\EDW_REPOINT\P.JW.GR.EDR.ADX.D.L_PAN_TRS_ACC_BALANCES\OUTPUT.LOG;P.FL.GR.EDR.DLY.BATCH2.TRS;EDW;EDW.DATABRICKS
P.JW.GR.EDR.ADX.D.L_PAN_TRS_ASSET_HOLDINGS;;\\AZ0A000010120\WINSCHED\EDW_REPOINT\P.JW.GR.EDR.ADX.D.L_PAN_TRS_ASSET_HOLDINGS\P.JW.GR.EDR.ADX.D.L_PAN_TRS_ASSET_HOLDINGS.bat;\\AZ0A000010120\WINSCHED\EDW_REPOINT\P.JW.GR.EDR.ADX.D.L_PAN_TRS_ASSET_HOLDINGS\OUTPUT.LOG;P.FL.GR.EDR.DLY.BATCH2.TRS;EDW;EDW.DATABRICKS
P.JW.GR.EDR.ADX.D.L_PAN_TRS_BONDS_CASHFLOWS;;\\AZ0A000010120\WINSCHED\EDW_REPOINT\P.JW.GR.EDR.ADX.D.L_PAN_TRS_BONDS_CASHFLOWS\P.JW.GR.EDR.ADX.D.L_PAN_TRS_BONDS_CASHFLOWS.bat;\\AZ0A000010120\WINSCHED\EDW_REPOINT\P.JW.GR.EDR.ADX.D.L_PAN_TRS_BONDS_CASHFLOWS\OUTPUT.LOG;P.FL.GR.EDR.DLY.BATCH2.TRS;EDW;EDW.DATABRICKS
P.JW.GR.EDR.ADX.D.L_PAN_TRS_BONDS_COUPONS;;\\AZ0A000010120\WINSCHED\EDW_REPOINT\P.JW.GR.EDR.ADX.D.L_PAN_TRS_BONDS_COUPONS\P.JW.GR.EDR.ADX.D.L_PAN_TRS_BONDS_COUPONS.bat;\\AZ0A000010120\WINSCHED\EDW_REPOINT\P.JW.GR.EDR.ADX.D.L_PAN_TRS_BONDS_COUPONS\OUTPUT.LOG;P.FL.GR.EDR.DLY.BATCH2.TRS;EDW;EDW.DATABRICKS
P.JW.GR.EDR.ADX.D.L_PAN_TRS_BONDS_ISIN;;\\AZ0A000010120\WINSCHED\EDW_REPOINT\P.JW.GR.EDR.ADX.D.L_PAN_TRS_BONDS_ISIN\P.JW.GR.EDR.ADX.D.L_PAN_TRS_BONDS_ISIN.bat;\\AZ0A000010120\WINSCHED\EDW_REPOINT\P.JW.GR.EDR.ADX.D.L_PAN_TRS_BONDS_ISIN\OUTPUT.LOG;P.FL.GR.EDR.DLY.BATCH2.TRS;EDW;EDW.DATABRICKS
P.JW.GR.EDR.ADX.D.L_PAN_TRS_BONDS_PLDGE;;\\AZ0A000010120\WINSCHED\EDW_REPOINT\P.JW.GR.EDR.ADX.D.L_PAN_TRS_BONDS_PLDGE\P.JW.GR.EDR.ADX.D.L_PAN_TRS_BONDS_PLDGE.bat;\\AZ0A000010120\WINSCHED\EDW_REPOINT\P.JW.GR.EDR.ADX.D.L_PAN_TRS_BONDS_PLDGE\OUTPUT.LOG;P.FL.GR.EDR.DLY.BATCH2.TRS;EDW;EDW.DATABRICKS
P.JW.GR.EDR.ADX.D.L_PAN_TRS_BONDS_X_MRKT_PRC;;\\AZ0A000010120\WINSCHED\EDW_REPOINT\P.JW.GR.EDR.ADX.D.L_PAN_TRS_BONDS_X_MRKT_PRC\P.JW.GR.EDR.ADX.D.L_PAN_TRS_BONDS_X_MRKT_PRC.bat;\\AZ0A000010120\WINSCHED\EDW_REPOINT\P.JW.GR.EDR.ADX.D.L_PAN_TRS_BONDS_X_MRKT_PRC\OUTPUT.LOG;P.FL.GR.EDR.DLY.BATCH2.TRS;EDW;EDW.DATABRICKS
P.JW.GR.EDR.ADX.D.L_PAN_TRS_CASHFLOWS;;\\AZ0A000010120\WINSCHED\EDW_REPOINT\P.JW.GR.EDR.ADX.D.L_PAN_TRS_CASHFLOWS\P.JW.GR.EDR.ADX.D.L_PAN_TRS_CASHFLOWS.bat;\\AZ0A000010120\WINSCHED\EDW_REPOINT\P.JW.GR.EDR.ADX.D.L_PAN_TRS_CASHFLOWS\OUTPUT.LOG;P.FL.GR.EDR.DLY.BATCH2.TRS;EDW;EDW.DATABRICKS
P.JW.GR.EDR.ADX.D.L__TRS_COLN_COLLATERALS;;\\AZ0A000010120\WINSCHED\EDW_REPOINT\P.JW.GR.EDR.ADX.D.L__TRS_COLN_COLLATERALS\P.JW.GR.EDR.ADX.D.L__TRS_COLN_COLLATERALS.bat;\\AZ0A000010120\WINSCHED\EDW_REPOINT\P.JW.GR.EDR.ADX.D.L__TRS_COLN_COLLATERALS\OUTPUT.LOG;P.FL.GR.EDR.DLY.BATCH2.TRS;EDW;EDW.DATABRICKS
P.JW.GR.EDR.ADX.D.L__TRS_COLN_SETTLMNT;;\\AZ0A000010120\WINSCHED\EDW_REPOINT\P.JW.GR.EDR.ADX.D.L__TRS_COLN_SETTLMNT\P.JW.GR.EDR.ADX.D.L__TRS_COLN_SETTLMNT.bat;\\AZ0A000010120\WINSCHED\EDW_REPOINT\P.JW.GR.EDR.ADX.D.L__TRS_COLN_SETTLMNT\OUTPUT.LOG;P.FL.GR.EDR.DLY.BATCH2.TRS;EDW;EDW.DATABRICKS
P.JW.GR.EDR.ADX.D.L_PAN_TRS_DEAL_X_DEAL;;\\AZ0A000010120\WINSCHED\EDW_REPOINT\P.JW.GR.EDR.ADX.D.L_PAN_TRS_DEAL_X_DEAL\P.JW.GR.EDR.ADX.D.L_PAN_TRS_DEAL_X_DEAL.bat;\\AZ0A000010120\WINSCHED\EDW_REPOINT\P.JW.GR.EDR.ADX.D.L_PAN_TRS_DEAL_X_DEAL\OUTPUT.LOG;P.FL.GR.EDR.DLY.BATCH2.TRS;EDW;EDW.DATABRICKS
P.JW.GR.EDR.ADX.D.L_PAN_TRS_DEALS_BONDS;;\\AZ0A000010120\WINSCHED\EDW_REPOINT\P.JW.GR.EDR.ADX.D.L_PAN_TRS_DEALS_BONDS\P.JW.GR.EDR.ADX.D.L_PAN_TRS_DEALS_BONDS.bat;\\AZ0A000010120\WINSCHED\EDW_REPOINT\P.JW.GR.EDR.ADX.D.L_PAN_TRS_DEALS_BONDS\OUTPUT.LOG;P.FL.GR.EDR.DLY.BATCH2.TRS;EDW;EDW.DATABRICKS
P.JW.GR.EDR.ADX.D.L_PAN_TRS_DEALS_COUPONS;;\\AZ0A000010120\WINSCHED\EDW_REPOINT\P.JW.GR.EDR.ADX.D.L_PAN_TRS_DEALS_COUPONS\P.JW.GR.EDR.ADX.D.L_PAN_TRS_DEALS_COUPONS.bat;\\AZ0A000010120\WINSCHED\EDW_REPOINT\P.JW.GR.EDR.ADX.D.L_PAN_TRS_DEALS_COUPONS\OUTPUT.LOG;P.FL.GR.EDR.DLY.BATCH2.TRS;EDW;EDW.DATABRICKS
P.JW.GR.EDR.ADX.D.L_PAN_TRS_DEALS_NOVATION;;\\AZ0A000010120\WINSCHED\EDW_REPOINT\P.JW.GR.EDR.ADX.D.L_PAN_TRS_DEALS_NOVATION\P.JW.GR.EDR.ADX.D.L_PAN_TRS_DEALS_NOVATION.bat;\\AZ0A000010120\WINSCHED\EDW_REPOINT\P.JW.GR.EDR.ADX.D.L_PAN_TRS_DEALS_NOVATION\OUTPUT.LOG;P.FL.GR.EDR.DLY.BATCH2.TRS;EDW;EDW.DATABRICKS
P.JW.GR.EDR.ADX.D.L_PAN_TRS_DEALS_X_BRKRS;;\\AZ0A000010120\WINSCHED\EDW_REPOINT\P.JW.GR.EDR.ADX.D.L_PAN_TRS_DEALS_X_BRKRS\P.JW.GR.EDR.ADX.D.L_PAN_TRS_DEALS_X_BRKRS.bat;\\AZ0A000010120\WINSCHED\EDW_REPOINT\P.JW.GR.EDR.ADX.D.L_PAN_TRS_DEALS_X_BRKRS\OUTPUT.LOG;P.FL.GR.EDR.DLY.BATCH2.TRS;EDW;EDW.DATABRICKS
P.JW.GR.EDR.ADX.D.L_PAN_TRS_DEALS_X_RISK;;\\AZ0A000010120\WINSCHED\EDW_REPOINT\P.JW.GR.EDR.ADX.D.L_PAN_TRS_DEALS_X_RISK\P.JW.GR.EDR.ADX.D.L_PAN_TRS_DEALS_X_RISK.bat;\\AZ0A000010120\WINSCHED\EDW_REPOINT\P.JW.GR.EDR.ADX.D.L_PAN_TRS_DEALS_X_RISK\OUTPUT.LOG;P.FL.GR.EDR.DLY.BATCH2.TRS;EDW;EDW.DATABRICKS
P.JW.GR.EDR.ADX.D.L_PAN_TRS_DISCOUNT_ISIN;;\\AZ0A000010120\WINSCHED\EDW_REPOINT\P.JW.GR.EDR.ADX.D.L_PAN_TRS_DISCOUNT_ISIN\P.JW.GR.EDR.ADX.D.L_PAN_TRS_DISCOUNT_ISIN.bat;\\AZ0A000010120\WINSCHED\EDW_REPOINT\P.JW.GR.EDR.ADX.D.L_PAN_TRS_DISCOUNT_ISIN\OUTPUT.LOG;P.FL.GR.EDR.DLY.BATCH2.TRS;EDW;EDW.DATABRICKS
P.JW.GR.EDR.ADX.D.L_PAN_TRS_GMRA;;\\AZ0A000010120\WINSCHED\EDW_REPOINT\P.JW.GR.EDR.ADX.D.L_PAN_TRS_GMRA\P.JW.GR.EDR.ADX.D.L_PAN_TRS_GMRA.bat;\\AZ0A000010120\WINSCHED\EDW_REPOINT\P.JW.GR.EDR.ADX.D.L_PAN_TRS_GMRA\OUTPUT.LOG;P.FL.GR.EDR.DLY.BATCH2.TRS;EDW;EDW.DATABRICKS
P.JW.GR.EDR.ADX.D.L_PAN_TRS_ISIN;;\\AZ0A000010120\WINSCHED\EDW_REPOINT\P.JW.GR.EDR.ADX.D.L_PAN_TRS_ISIN\P.JW.GR.EDR.ADX.D.L_PAN_TRS_ISIN.bat;\\AZ0A000010120\WINSCHED\EDW_REPOINT\P.JW.GR.EDR.ADX.D.L_PAN_TRS_ISIN\OUTPUT.LOG;P.FL.GR.EDR.DLY.BATCH2.TRS;EDW;EDW.DATABRICKS
P.JW.GR.EDR.ADX.D.L_PAN_TRS_ISIN_X_EIR;;\\AZ0A000010120\WINSCHED\EDW_REPOINT\P.JW.GR.EDR.ADX.D.L_PAN_TRS_ISIN_X_EIR\P.JW.GR.EDR.ADX.D.L_PAN_TRS_ISIN_X_EIR.bat;\\AZ0A000010120\WINSCHED\EDW_REPOINT\P.JW.GR.EDR.ADX.D.L_PAN_TRS_ISIN_X_EIR\OUTPUT.LOG;P.FL.GR.EDR.DLY.BATCH2.TRS;EDW;EDW.DATABRICKS
P.JW.GR.EDR.ADX.D.L_PAN_TRS_MSTR_AGREEMNTS;;\\AZ0A000010120\WINSCHED\EDW_REPOINT\P.JW.GR.EDR.ADX.D.L_PAN_TRS_MSTR_AGREEMNTS\P.JW.GR.EDR.ADX.D.L_PAN_TRS_MSTR_AGREEMNTS.bat;\\AZ0A000010120\WINSCHED\EDW_REPOINT\P.JW.GR.EDR.ADX.D.L_PAN_TRS_MSTR_AGREEMNTS\OUTPUT.LOG;P.FL.GR.EDR.DLY.BATCH2.TRS;EDW;EDW.DATABRICKS
