FROM_JOB;TO_JOB
P.FT.CMS.ISS.REIS.LOAD.VOUCHER_REPLY_FROM_FINACLE4.ARCH1;P.JW.GR.CMS.FEECOL.CMS_FEECOL_10.BAT
P.FT.CMS.ISS.REIS.LOAD.VOUCHER_REPLY_FROM_FINACLE4.ARCH1;P.JW.GR.CMS.FEECOL.CMS_FEECOL_11.BAT
P.FT.CMS.ISS.REIS.LOAD.VOUCHER_REPLY_FROM_FINACLE4.ARCH1;P.JW.GR.CMS.FEECOL.CMS_FEECOL_9.BAT
P.FT.CMS.ISS.REIS.LOAD.VOUCHER_REPLY_FROM_FINACLE4.IN.ARCH;P.FT.CMS.ISS.REIS.LOAD.VOUCHER_REPLY_FROM_FINACLE4.OUT.ARCH
P.FT.CMS.ISS.REIS.LOAD.VOUCHER_REPLY_FROM_FINACLE4.OUT.ARCH;P.JW.GR.CMS.DEBITS_RECONCILIATION_03.BAT
P.FT.CMS.PRXM.MONTHLY.TO.014;P.FT.CMS.PRXM.TO.ARCHIVE
P.FT.CMS.PRXM.TO.ARCHIVE;P.FT.CMS.PRXM.TO.KOTSOVOLOS
P.FT.CMS.PRXM.TO.KOTSOVOLOS;P.FT.CMS.PRXM.TO.ETHNOFILES
P.FT.CRFM.CBS.BRANCHMERGING.MOVE;P.FT.CRFM.CBS.BRANCHMERGING
P.FT.CY.AML.DECRYPTED.FROM.EASTNETS;END_FOLDER
P.FT.CY.AML.ENCRYPTED.TO.EASTNETS;P.JW.CY.AML.TO.EASTNETS.PUT
P.FT.CY.AML.TO.EASTNETS;P.JW.CY.AML.ENCRYPTION.AXE_AML_CY_ECN.CMD
P.FT.CY.DLR.BLOOMBERG.FILES;P.JW.CY.DLR.BLOOMBERG_CY_PUT.CMD
P.FT.CY.EDW.SBCYP.TXT;EDWDWEEW
P.FT.CY.EDW.SBCYP.TXT;P.JU.CY.EDW.FILES.ZIP.ARCHIVE
P.FT.CY.FAC.COP.PFA2_.XML.TO.CYP.T24;P.FT.ST.FAC.COP.PFA2_.XML.TO.STB.AIX
P.FT.CY.IDO.ACCOUNT.STATEMENTS.FROM.IDOCS.TO.IB;END_P.FL.CY.IDO.STATEMENTS.FROM.IDOCS.TO.IB
P.FT.CY.IDO.GDPR.EXTRACTS.ACCOUNT.FROM.IDOCS;P.FT.CY.IDO.GDPR.EXTRACTS.LOAN.FROM.IDOCS
P.FT.CY.IDO.LOANS.STATEMENTS.FROM.IDOCS.TO.IB;P.FT.CY.IDO.ACCOUNT.STATEMENTS.FROM.IDOCS.TO.IB
P.FT.CY.LTD.NBGCYLTD_PRE16.1;P.FT.CY.LTD.NBGCYLTD_PRE16.2
P.FT.CY.LTD.NBGCYLTD_PRE16.2;P.FL.CY.LTD.PRE.18.ANA.SECURITIES
P.FT.CY.LTD.NBGCYLTD_PRE18.2;P.JU.CY.LTDLTD.PRE.17.FT.ANA.SECURITIES.FILE.P.JU.CY.LTDBNK
P.FT.CY.SAA.TO.CYPRUS.MT950;P.JW.CY.SAA_PUT.MT950.BAT
P.FT.CY.SAA.TO.CYPRUS.MT950.BACKUP;P.FT.CY.SAA.TO.CYPRUS.MT950
P.FT.CY.SAA.TO.CYPRUS.MX;P.JW.CY.SAA_PUT.MT950.BAT
P.FT.CY.SAA.TO.CYPRUS.MX.BACKUP;P.FT.CY.SAA.TO.CYPRUS.MX
P.FT.CY.SAA.TO.CYPRUS.T2;P.JW.CY.SAA_PUT.MT950.BAT
P.FT.CY.SAA.TO.CYPRUS.T2.BACKUP;P.FT.CY.SAA.TO.CYPRUS.T2
P.FT.CY.SAP.MOV.NBGCY_AML_.ZIP;P.NE.CY.SAP.S.COMPLETION
P.FT.CY.SFW.RESPONSE_FILE.BACKUP;P.FT.CY.SFW.RESPONSE_FILE
P.FT.CY.SFW.SFWTSC_FP_DELTA;P.JU.CY.SFW.AOFS_SUSPECT_DELTA_CYP.SH
P.FT.CY.SFW.SFWTSC_FP_FULL;P.JU.CY.SFW.AOFS_SUSPECT.SH
P.FT.CY.SFW.SFWTSC_NP_DELTA;P.JU.CY.SFW.AOFS_SUSPECTNP_DELTA_CYP.SH
P.FT.CY.SFW.SFWTSC_NP_FULL;P.JU.CY.SFW.AOFS_SUSPECTNP.SH
P.FT.CY.SWI.COP.BANKDIRECTORYPLUS_V3_FULL_.ZIP.TO.CYP.AIX;ENDFOLD
P.FT.CY.SWI.COP.BANKDIRECTORYPLUS_V3_FULL_.ZIP.TO.CYP.AIX;P.FT.CY.SWI.COP.BANKDIRECTORYPLUS_V3_FULL_.ZIP.TO.CYP.AIX
P.FT.CY.SWI.COP.BANKDIRECTORYPLUS_V3_FULL_.ZIP.TO.CYP.AIX;P.FT.GR.SWI.COP.BANKDIRECTORYPLUS_V3_FULL_.ZIP.TO.EDW
P.FT.CY.SWI.COP.BANKDIRECTORYPLUS_V3_FULL_.ZIP.TO.CYP.AIX;P.JU.CY.SWI.MOVE_BICPLUSIBAN.SH
P.FT.CY.SWI.COP.IBANPLUS_V3_DELTA.ZIP.TO.CYP.AIX;ENDFOLD
P.FT.EG.SWI.COP.BANKDIRECTORYPLUS_V3_FULL_.ZIP.TO.EG.BS;P.FT.GR.SWI.COP.BANKDIRECTORYPLUS_V3_FULL_.ZIP.TO.EDW
P.FT.GR.400.BATCHPF01.FROM.AS400;P.FT.GR.400.BATCHPF01.TO.NBGPAY
P.FT.GR.400.COP.FTLBETHN.PPEEMPRKFL.PPEEMPRKFL;P.JW.GR.400.MERCHANTPROCESSING.BAT
P.FT.GR.400.COP.POS.SNKDLB001A.TPKTCSV3R.TPKTCSV3R;WNMPM009
P.FT.GR.400.COP.POS.UC4RPTM1.MERCHANTBOARDINGREPORT_.CSV;P.FT.GR.400.COP.POS.UC4RPTM1.MERCHANTBOARDINGREPORT_.CSV.EDW
P.FT.GR.400.COP.POS.UC4RPTM1.MERCHANTBOARDINGREPORT_.CSV;WNMPD951
P.FT.GR.400.COP.POS.UC4RPTM1.MERCHANTBOARDINGREPORT_.CSV.EDW;P.FT.GR.400.COP.POS.UC4RPTM2.DAILYTERM_.CSV
P.FT.GR.400.COP.POS.UC4RPTM2.DAILYTERM_.CSV;P.FT.GR.400.COP.POS.UC4RPTM2.DAILYTERM_.CSV.EDW
P.FT.GR.400.COP.POS.UC4RPTM2.DAILYTERM_.CSV;WNMPD952
P.FT.GR.400.COP.POS.UC4RPTM2.DAILYTERM_.CSV.EDW;P.FT.GR.400.COP.POS.UC4RPTM3.MERCHANTBOARDINGREPORT_.CSV
P.FT.GR.400.COP.POS.UC4RPTM3.MERCHANTBOARDINGREPORT_.CSV;WNMPD953
P.FT.GR.400.COP.SNKDLB001A.TPKTPFCSV.PPOSCSV;WNMPM010
P.FT.GR.400.FORTHNET.TXT;SFTRCVCL01
P.FT.GR.400.INST02FL;EDODEV21
P.FT.GR.400.MC.70633.MCI.AR.T067.B.CCAR1212.D_.T_.A_.TO.EAEDO;SEPPR#T067
P.FT.GR.400.MC.70633.MCI.AR.T068.B.CCAR1212.D_.T_.A_.TO.EAEDO;SEPPR#T068
P.FT.GR.400.MOV.EDWAC6CL.CCRD_ACC_X_ACC_D_.TXT;EDWPDK0K
P.FT.GR.400.MOV.EDWACQM.ACQ_ACC_ACQ_TRN_M_.TXT;P.JW.GR.400.DEL.TRIGGER.FILE.EDWACQM.TXT
P.FT.GR.400.MOV.EDWAUTCL.CCRD_ACC_CRD_AUTH_D_.TXT;P.JW.GR.400.DEL.TRIGGER.FILE.EDWAUT.TXT
P.FT.GR.400.MOV.EDWBAL1CL.CCRD_ACC_CR_CRD_BAL_PRMNT_DLY_D_.TXT;EDWPDK0V
P.FT.GR.400.MOV.EDWBALCL.CCRD_ACC_CR_CRD_BAL_EOD_D_.TXT;EDWPDK02
P.FT.GR.400.MOV.EDWBILCL.CCRD_ACC_CR_CRD_BILL_D_.TXT;EDWPDK03
P.FT.GR.400.MOV.EDWCHRCL.CCRD_ACC_CR_CRD_INT_CHRG_D_.TXT;EDWPDK05
P.FT.GR.400.MOV.EDWCRCCL.CCRD_ACC_CR_CRD_D_.TXT;EDWPDK04
P.FT.GR.400.MOV.EDWCRVCL.CCRD_ACC_CRD_VOUCH_D_.TXT;EDWPDK0A
P.FT.GR.400.MOV.EDWCUSCL.CCRD_ACC_D_.TXT;EDWPDK0D
P.FT.GR.400.MOV.EDWDESCL.CCRD_ACC_CRD_DESC_D_.TXT;EDWPDK0N
P.FT.GR.400.MOV.EDWDLQCL.CCRD_ACC_DPD_DLQ_D_.TXT;EDWPDK0U
P.FT.GR.400.MOV.EDWDOSCL.CCRD_ACC_CR_CRD_INST_D_.TXT;EDWPDK0Z
P.FT.GR.400.MOV.EDWFEECL.CCRD_ACC_FEES_DLY_D_.TXT;EDWPDK0E
P.FT.GR.400.MOV.EDWGRCCL.CCRD_ACC_GRC_PER_D_.TXT;EDWPDK0F
P.FT.GR.400.MOV.EDWLEGCL.CCRD_ACC_D_.TXT;EDWPDK0Y
P.FT.GR.400.MOV.EDWLMTCL.CCRD_CR_LINE_LMT_D_.TXT;EDWPDK0L
P.FT.GR.400.MOV.EDWMNTCL.CCRD_ACC_CRD_MNT_MVT_D_.TXT;EDWPDK0B
P.FT.GR.400.MOV.EDWMNTCL.PPEEMPRKFL_.TXT;EDWPDK0G
P.FT.GR.400.MOV.EDWPARCL.CCRD_PRLST_D_.TXT;EDWPDK0R
P.FT.GR.400.MOV.EDWPMNCL.CCRD_ACC_CRD_PMNT_D_.TXT;EDWPDK09
P.FT.GR.400.MOV.EDWPROCL.CCRD_PRD_D_.TXT;EDWPDK01
P.FT.GR.400.MOV.EDWSETCL.CCRD_ACC_SETLMNT_D_.TXT;EDWPDK0I
P.FT.GR.400.MOV.EDWSINCL.CCRD_SETLMNT_INSTLMNT_D_.TXT;EDWPDK0Q
P.FT.GR.400.MOV.EDWWRTCL.CCRD_ACC_WRT_OFF_D_.TXT;EDWPDK0J
P.FT.GR.400.TERM.RECONC_TO_CMS;P.JW.GR.400.MATCHED_TERMINALS_FROM_AS400.EXE
P.FT.GR.400.TO.MSPS.CARDLINK.MERCHANTS;END_FOLDER
P.FT.GR.400.TO.MSPS.CARDLINK.MERCHANTS;P.FT.GR.400.TO.MSPS.CARDLINK.MERCHANTS.ARCHIVE
P.FT.GR.400.TO.MSPS.CARDLINK.TERMINALS;END_FOLDER
P.FT.GR.400.TO.MSPS.CARDLINK.TERMINALS.ARCHIVE;P.FT.GR.400.TO.MSPS.CARDLINK.TERMINALS
P.FT.GR.400.TO.MSPS.EDPS.MERCHANTS;END_FOLDER
P.FT.GR.400.TO.MSPS.EDPS.TERMINALS;END_FOLDER
P.FT.GR.400.TO.MSPS.MELLON.MERCHANTS;END_FOLDER
P.FT.GR.400.TO.MSPS.MELLON.MERCHANTS.ARCHIVE;P.FT.GR.400.TO.MSPS.MELLON.MERCHANTS
P.FT.GR.400.TO.MSPS.MELLON.TERMINALS;END_FOLDER
P.FT.GR.400.TO.MSPS.MELLON.TERMINALS.ARCHIVE;P.FT.GR.400.TO.MSPS.MELLON.TERMINALS
P.FT.GR.400.VODAFONE.TXT;SFTRCVCL06
P.FT.GR.ADV.DDL.EXTRACT.LOYALTYDB_BUILD.DDL;P.JU.GR.ADV.CHMOD.664.RIGHTS
P.FT.GR.ADV.DDL.EXTRACT.LOYALTYLOGGINGDB_BUILD.DDL;P.JU.GR.ADV.CHMOD.664.RIGHTS
P.FT.GR.ADV.DDL.EXTRACT.LOYALTYSTAGINGDB_BUILD.DDL;P.JU.GR.ADV.CHMOD.664.RIGHTS
P.FT.GR.ADV.EDW_BUILT.DDL;P.JU.GR.ADV.CHMOD.664.RIGHTS
P.FT.GR.ADV.EDW_DM_BUILD.DDL;P.JU.GR.ADV.CHMOD.664.RIGHTS
P.FT.GR.ADV.EDW_STAGE_BUILD.DDL;P.JU.GR.ADV.CHMOD.664.RIGHTS
P.FT.GR.ADV.MKTRISK_BUILD.DDL;P.JU.GR.ADV.CHMOD.664.RIGHTS
P.FT.GR.ADV.MKTRISK_DEPOS_BUILD.DDL;P.JU.GR.ADV.CHMOD.664.RIGHTS
P.FT.GR.ADV.MKTRISK_FINLOANS_BUILD.DDL;P.JU.GR.ADV.CHMOD.664.RIGHTS
P.FT.GR.ADV.NBG_NBG_RCC_BUILD.DDL;P.JU.GR.ADV.CHMOD.664.RIGHTS
P.FT.GR.ADV.NBG_NBG_RCC_NBG_BUILD.DDL;P.JU.GR.ADV.CHMOD.664.RIGHTS
P.FT.GR.ADV.SASRETAILDATA_BUILD.DDL;P.JU.GR.ADV.CHMOD.664.RIGHTS
P.FT.GR.ADV.SASRISKDEV_BUILD.DDL;P.JU.GR.ADV.CHMOD.664.RIGHTS
P.FT.GR.AMM.CMFT_FT1.DDL;P.JU.GR.AMM.DDL.IMPORT.CMFT.SH
P.FT.GR.AMM.COMPARE.FILE.TRANSFER.TO.AMM;P.JW.GR.ADV.DG_CLEAR_REPORTS_DOWNLOAD.BAT
P.FT.GR.AMM.DDL.IMPORT.PROXIMA;P.FT.GR.AMM.DDL.IMPORT.WAY4
P.FT.GR.AMM.DDL.IMPORT.PROXIMA;P.FT.GR.AMM.DDL.IMPORT.WAY4-926
P.FT.GR.AMM.DDL.IMPORT.PROXIMA;P.FT.GR.AMM.DDL.IMPORT.WAY4-926-229
P.FT.GR.AMM.DDL.IMPORT.PROXIMA;P.FT.GR.AMM.DDL.IMPORT.WAY4-926-229-757
P.FT.GR.AMM.DDL.IMPORT.PROXIMA;P.FT.GR.AMM.DDL.IMPORT.WAY4-926-474
P.FT.GR.AMM.DDL.IMPORT.PROXIMA;P.FT.GR.AMM.DDL.IMPORT.WAY4-926-757
P.FT.GR.AMM.DFRT_FT1.DDL;P.JU.GR.AMM.DDL.IMPORT.DFRT.SH
P.FT.GR.AMM.IRQT_FT1.DDL;P.JU.GR.AMM.DDL.IMPORT.IRQT.SH
P.FT.GR.AMM.KATT_FT1.DDL;P.JU.GR.AMM.DDL.IMPORT.KATT.SH
P.FT.GR.AMM.PMNT_FT1.DDL;P.JU.GR.AMM.DDL.IMPORT.PMNT.SH
P.FT.GR.AMM.SDPL_FT1.DDL;P.JU.GR.AMM.DDL.IMPORT.SDPL.SH
P.FT.GR.AMM.XCOT_FT1.DDL;P.JU.GR.AMM.DDL.IMPORT.XCOT.SH
P.FT.GR.APS.EDW.APTRA.TXT.TO.EDW;EDWPDH0O
P.FT.GR.APS.EDW.APTRA.TXT.TO.EDW;P.FT.GR.APS.EDW.APTRA.ARCHIVE
P.FT.GR.ARCH.SAP.BAILIN_SAP_STAFF_D;EDOMSB2E
P.FT.GR.ARCHIVE_W4S_EDW_TRN_CNTRL;EDWPVA06
P.FT.GR.ARH.ARH_REALESTATE.FILES.FROM.V0000A0148.TO.V000010765;P.JW.GR.ARH.REALESTATE_SCHEDULERUN.BAT
P.FT.GR.ARI.ARIS_PROCESSES.TXT;P.JW.GR.AZR.BGD.KB.EXEC_ARIS.ATHENA
P.FT.GR.AXE.INV.AXE_DMS_SEC_FLAGGING.FILE.CSV;P.JW.GR.AXE.INV.DMSPERIMETER.BAT
P.FT.GR.AXI.KEAEF.COSMOS.TO.CUSTOMER;P.JW.GR.AXI.KEAEF.STAGINGTABLES.BAT
P.FT.GR.AXI.KEAEF.CUSTOMER.TO.COSMOS;P.EW.GR.AXI.KEAEF.COSMOS.TO.CUSTOMER.DCDHINFO
P.FT.GR.AXI.KEAEF.DEPOSITS.B.TO.COSMOS;P.EW.GR.AXI.KEAEF.DEPOSITS.B.TO.COSMOS.DCBSCRD
P.FT.GR.AXI.KEAEF.DEPOSITS.B.TO.COSMOS;P.JW.GR.AXI.KEAEF.DEBITCREDITREJECTED.BAT
P.FT.GR.AXI.KEAEF.DEPOSITS.TO.COSMOS;P.EW.GR.AXI.KEAEF.DEPOSITS.TO.COSMOS.DCBSCRD
P.FT.GR.AXI.KEAEF.DEPOSITS.TO.COSMOS;P.JW.GR.AXI.KEAEF.DEBITCREDITREJECTED.BAT
P.FT.GR.AXI.KEAEF.MELLON.IN.HISTORY;P.JW.GR.AXI.KEAEF.MELLONETE1.BAT
P.FT.GR.AXI.KEAEF.MELLON.IN.HISTORY;P.JW.GR.AXI.KEAEF.MELLONETE2.BAT
P.FT.GR.AXI.KEAEF.MELLON.IN.HISTORY;P.JW.GR.AXI.KEAEF.MELLONETE3.BAT
P.FT.GR.AXI.KEAEF.MELLON.IN.HISTORY;P.JW.GR.AXI.KEAEF.MELLONETE4.BAT
P.FT.GR.AXI.KEAEF.MELLON.IN.HISTORY;P.JW.GR.AXI.KEAEF.MELLONMFP1.BAT
P.FT.GR.AXI.KEAEF.MELLON.IN.HISTORY;P.JW.GR.AXI.KEAEF.MELLONMFP2.BAT
P.FT.GR.AXI.KEAEF.MELLON.IN.HISTORY;P.JW.GR.AXI.KEAEF.MELLONMFP3.BAT
P.FT.GR.AZR.BGD.ACC_ACQ_COM_X_PRD_YYYYMMDD.TXT;P.JA.GR.AZR.BGD.MERCHANT_COMMISSION
P.FT.GR.AZR.BGD.ACC_ACQ_TRN_YYYYMMDD.TXT;P.JA.GR.AZR.BGD.MERCHANT_TURNOVER
P.FT.GR.AZR.BGD.ACC_SRGT_YYYYMMDD.TXT;P.JA.GR.AZR.BGD.ACCOUNT_SURROGATE
P.FT.GR.AZR.BGD.BAE.DEPOSITS.LOAD.SUPFILES;P.FT.GR.AZR.BGD.BAE.DEPOSITS.LOAD.SUPFILES_2
P.FT.GR.AZR.BGD.BAE.DEPOSITS.LOAD.SUPFILES;P.JA.GR.BGD.AZR.BAE.DEPOSITS.LOAD.IMPORT_SUP.COMMISSIONS
P.FT.GR.AZR.BGD.BAE.DEPOSITS.LOAD.SUPFILES_2;P.JA.GR.BGD.AZR.BAE.DEPOSITS.LOAD.IMPORT_SUP.COMMISSIONS
P.FT.GR.AZR.BGD.CLEARANCE;P.JA.GR.BGD.AZR.IMPORT_WAY4_HOST_CLEAR_ACC
P.FT.GR.AZR.BGD.CLEARANCE.ARCHIVE;P.JA.GR.LOY.AZR.SQOOP_EXPORT_LOYALTY_TRANSACTIONS_CLEAR
P.FT.GR.AZR.BGD.COSMOS.ACTIVE_LIEN_MIGRATION_INPUTFILE;P.JW.GR.AZR.BGD.COSMOS.ACTIVE_LIEN_MIGRATION_DB_EXPORT
P.FT.GR.AZR.BGD.COSMOS.ACTIVE_LIEN_MIGRATION_INPUTFILE_NE;P.JW.GR.AZR.BGD.COSMOS.ACTIVE_LIEN_MIGRATION_DB_EXPORT_NE
P.FT.GR.AZR.BGD.COSMOS.ACTIVE_LIEN_MIGR_ACCOUNTS;P.JW.GR.AZR.BGD.COSMOS.ACTIVE_LIEN_MIGR_ACCOUNTS_TRUN_INS.CMD
P.FT.GR.AZR.BGD.COSMOS.DEPS_DESM_FILE_NAMES.AZR_TO_WNDS;P.JW.GR.COSMOS.BULK_INSERT_DEPS_DESM_FILES_TO_LIENLEG
P.FT.GR.AZR.BGD.COSMOS.DEPS_OLD_ACTLIEN_NAMES.AZR_TO_WNDS;P.JW.GR.COSMOS.BULK_INSERT_DEPS_OLD_ACTLIEN_FILES_TO_LIENLEG
P.FT.GR.AZR.BGD.COSMOS.HIST_DEPS_FILE_NAMES.AZR_TO_WNDS;P.JW.GR.COSMOS.BULK_INSERT_ACNNTR_FILES_TO_DEPLEG
P.FT.GR.AZR.BGD.COSMOS.HIST_DEPS_STMTLN.POSTGSQL_TO_AZR;P.JW.GR.AZR.BGD.COSMOS.DEPS_STMTLN_IMPORT_TO_AZR
P.FT.GR.AZR.BGD.COSMOS.HIST_STMTLN_FILE_NAMES.AZR_TO_WNDS;P.JW.GR.COSMOS.BULK_INSERT_STMTLN_FILES_TO_DEPLEG
P.FT.GR.AZR.BGD.COSMOS.HIST_STMTLN_FILE_NAMES.AZR_TO_WNDS;P.JW.GR.COSMOS.BULK_INSERT_STMTLN_FILES_TO_DEPLEG-101
P.FT.GR.AZR.BGD.COSMOS.HIST_TAXF_STMTLN.POSTGSQL_TO_AZR;P.JW.GR.AZR.BGD.COSMOS.TAXFREE_STMTLN_IMPORT_TO_AZR
P.FT.GR.AZR.BGD.COSMOS.TAXFREE_MIGRATION_DB_SQL_TRANSFER;P.JW.GR.AZR.BGD.COSMOS.TAXFREE_MIGRATION_DB_SQL_BULKINSERT
P.FT.GR.AZR.BGD.COSMOS.TAXFREE_MIGRATION_DB_SQL_TRANSFER_NE;P.JW.GR.AZR.BGD.COSMOS.TAXFREE_MIGRATION_DB_SQL_BULKINSERT_NE
P.FT.GR.AZR.BGD.COSMOS.TRANSACTIONS_MINI_EXPORT_1;P.JW.GR.AZR.BGD.COSMOS.TRANSACTIONS_MINI_EXPORT.CMD
P.FT.GR.AZR.BGD.COUNTRIES.CSV.ZIP;P.JU.GR.AZR.BGD.COUNTRIES.CSV.ZIP.SEM
P.FT.GR.AZR.BGD.CRM_MYNBGCARDS;P.FT.GR.AZR.BGD.CRM_MYNBGLOANS
P.FT.GR.AZR.BGD.CRM_MYNBGLOANS;P.JA.GR.AZR.BGD.CRM_CARDS_LOANS
P.FT.GR.AZR.BGD.CUSTOMERSUBSCRIPTIONSBRONZE;P.JW.GR.AZR.BGD.CUSTOMERSUBSCRIPTIONSBRONZE.BAT
P.FT.GR.AZR.BGD.DYNAMIC.4.TXT.FILES_TO_AZURE;P.JA.GR.AZR.BGD.MSDYNAMICS_USER_PROFILES_IMPORT
P.FT.GR.AZR.BGD.EDO_CBM_CUSTOMER_CONFIRM;P.JA.GR.AZR.BGD.RISKSHIELD_FEED_TOCARDS
P.FT.GR.AZR.BGD.EDW_BEBAIOSEIS;P.JA.GR.AZR.BGD.EDW_BEBAIOSEIS
P.FT.GR.AZR.BGD.EDW_CBM_ACCOUNT_BEHAVIORAL_YYYYMMDD.TXT;P.JA.GR.AZR.BGD.IMPORT_ACCOUNT_BEHAVIORAL
P.FT.GR.AZR.BGD.EDW_CBM_BA_YYYYMMDD.TXT;EDWDA10A
P.FT.GR.AZR.BGD.EDW_CBM_BA_YYYYMMDD.TXT;P.JA.GR.AZR.BGD.IMPORT_BA
P.FT.GR.AZR.BGD.EDW_CBM_CARDS_MONTHLY_YYYYMMDD.TXT;P.JA.GR.AZR.BGD.IMPORT_CARDS_MONTHLY
P.FT.GR.AZR.BGD.EDW_CBM_CARDS_YYYYMMDD.TXT;P.JA.GR.AZR.BGD.IMPORT_CARDS
P.FT.GR.AZR.BGD.EDW_CBM_CUSTOMER_ACCOUNT_YYYYMMDD.TXT;P.JA.GR.AZR.BGD.IMPORT_CUSTOMER_ACCOUNT
P.FT.GR.AZR.BGD.EDW_CBM_CUSTOMER_DOC_YYYYMMDD.TXT;EDTPDHFN
P.FT.GR.AZR.BGD.EDW_CBM_CUSTOMER_DOC_YYYYMMDD.TXT;P.JA.GR.AZR.BGD.IMPORT_CUSTOMER_DOC
P.FT.GR.AZR.BGD.EDW_CBM_CUSTOMER_IND_YYYYMMDD.TXT;P.JA.GR.AZR.BGD.IMPORT_CUSTOMER_IND
P.FT.GR.AZR.BGD.EDW_CBM_CUSTOMER_MERGED_YYYYMMDD.TXT;P.JA.GR.AZR.BGD.IMPORT_CUSTOMER_MERGED
P.FT.GR.AZR.BGD.EDW_CBM_CUSTOMER_X_ROLE_YYYYMMDD.TXT;P.JW.GR.AZR.BGD.EDW_CUSTOMER_X_ROLE_INGESTION.CMD
P.FT.GR.AZR.BGD.EDW_CBM_CUSTOMER_YYYYMMDD.TXT;P.JA.GR.AZR.BGD.IMPORT_CUSTOMER_INFO
P.FT.GR.AZR.BGD.EDW_CBM_CUSTOMER_YYYYMMDD.TXT;P.JA.GR.AZR.BGD.STMNT.CUST.IMP
P.FT.GR.AZR.BGD.EDW_CBM_DEPOSITS_IND_YYYYMMDD.TXT;P.JA.GR.AZR.BGD.IMPORT_DEPOSITS_IND
P.FT.GR.AZR.BGD.EDW_CBM_DEPOSITS_MONTHLY_YYYYMMDD.TXT;P.JA.GR.AZR.BGD.IMPORT_DEPOSITS_MONTHLY
P.FT.GR.AZR.BGD.EDW_CBM_DEPOSITS_YYYYMMDD.TXT;EDTPDHFN
P.FT.GR.AZR.BGD.EDW_CBM_DEPOSITS_YYYYMMDD.TXT;P.JA.GR.AZR.BGD.IMPORT_DEPOSITS
P.FT.GR.AZR.BGD.EDW_CBM_EWS_SBL_LEGAL.TXT;P.JA.GR.AZR.BGD.EWS_SBL_IMPORT
P.FT.GR.AZR.BGD.EDW_CBM_INVESTMENT_YYYYMMDD.TXT;P.JA.GR.AZR.BGD.IMPORT_INVESTMENT
P.FT.GR.AZR.BGD.EDW_CBM_LEGAL_YYYYMMDD.TXT;P.JA.GR.AZR.BGD.IMPORT_LEGAL
P.FT.GR.AZR.BGD.EDW_CBM_LOANS_MONTHLY_YYYYMMDD.TXT;P.JA.GR.AZR.BGD.IMPORT_LOANS_MONTHLY
P.FT.GR.AZR.BGD.EDW_CBM_LOANS_YYYYMMDD.TXT;P.JA.GR.AZR.BGD.IMPORT_LOANS
P.FT.GR.AZR.BGD.EDW_CBM_PARALIST_YYYYMMDD.TXT;P.JA.GR.AZR.BGD.IMPORT_PARALIST
P.FT.GR.AZR.BGD.EDW_CBM_TIME_DEPOSITS_YYYYMMDD.TXT;P.JA.GR.AZR.BGD.IMPORT_TIME_DEPOSITS
P.FT.GR.AZR.BGD.EDW_EDO_E_COLM_CUSTOMER_INCOME.TXT;P.JA.GR.AZR.BGD.CUSTOMER_INCOME
P.FT.GR.AZR.BGD.EWS_SBL_TO_IMPRT_DT_RAW.ZIP;P.JW.GR.BGD.EWSSBL01.BAT
P.FT.GR.AZR.BGD.IATA.TO.BGD;P.JA.GR.BGD.AZR.IATA
P.FT.GR.AZR.BGD.IBMI_IMPORT.COMMISSION.TO.AZURE;P.JA.GR.AZR.BGD.IBMI_IMPORT
P.FT.GR.AZR.BGD.IBMI_IMPORT.MERCHANTS.TO.AZURE;P.JA.GR.AZR.BGD.IBMI_IMPORT
P.FT.GR.AZR.BGD.IBMI_IMPORT.TERMINALS.TO.AZURE;P.JA.GR.AZR.BGD.IBMI_IMPORT
P.FT.GR.AZR.BGD.IBMI_IMPORT.TERMINALS_FUND.TO.AZURE;P.JA.GR.AZR.BGD.IBMI_IMPORT
P.FT.GR.AZR.BGD.IBMI_INSTLMNTS.BIGDTAPF_SN04FP.TO.AZURE;P.JA.GR.AZR.BGD.IBMI_NON_MATURED_INSTALLMENTS
P.FT.GR.AZR.BGD.IRF.D.TO.EDW.ANLTD_HIST;P.FT.GR.AZR.BGD.IRF.D.TO.SAP.ANLTD_HIST
P.FT.GR.AZR.BGD.IRF.D.TO.SAP.ANLTD_HIST;P.FT.GR.AZR.BGD.IRF.D.TO.SAP.RJCTD_HIST
P.FT.GR.AZR.BGD.IRF.D.TO.SAP.RJCTD_HIST;P.FT.GR.AZR.BGD.IRF.D.TO.SAP.TOTLS_HIST
P.FT.GR.AZR.BGD.LEADMANAGEMENT.FILE_2_ADDR.TXT;P.JA.GR.AZR.BGD.CUSTOMER_ADDRESS
P.FT.GR.AZR.BGD.LEADMANAGEMENT.FILE_2_CONT.TXT;P.JA.GR.AZR.BGD.CUSTOMER_CONTACT
P.FT.GR.AZR.BGD.LEADMANAGEMENT.FILE_3_.TXT;P.JA.GR.AZR.BGD.CUSTOMER_RELATIONSHIP
P.FT.GR.AZR.BGD.MDT_NBG.MDT_PREFUND_TO_BGD;P.JW.GR.AZR.BGD.MYDATA_NBG_RESPONSE.CMD
P.FT.GR.AZR.BGD.MEL_ETLPD_FULLYYYYMMDD.CSV;P.JA.GR.AZR.BGD.IMPORT_MERCHANT_ACCOUNT
